1、爱、愛、ai4、to love、verb、0、[Empty]
2、元、元、yuan2、yuan 、classifier、0、[Empty]
2、远、遠、yuan3、far、adjective、0、[Empty]
2、运动、運動、yun4dong4、to work out、verb、0、[Empty]
2、再、再、zai4、again、adverb、0、[Empty]
2、早上、早上、zao3shang5、morning、noun、0、[Empty]
2、张、張、zhang1、piece、classifier、0、[Empty]
2、丈夫、丈夫、zhang4fu5、husband、noun、0、[Empty]
2、找、找、zhao3、to look for、verb、0、[Empty]
2、着、著、zhe5、(continuing tense)、auxiliary、0、[Empty]
2、真、真、zhen1、really、adverb、0、[Empty]
2、正在、正在、zheng4zai4、currently、adverb、0、[Empty]
2、知道、知道、zhi1dao4、to know、verb、0、[Empty]
2、准备、準備、zhun3bei4、to prepare、verb、0、[Empty]
2、自行车、自行車、zi4xing2che1、bicycle、noun、0、[Empty]
2、走、走、zou3、to walk、verb、0、[Empty]
2、最、最、zui4、most、adverb、0、[Empty]
2、左边、左邊、zuo3bian5、left side、noun、0、[Empty]
3、阿姨、阿姨、a1yi2、maid, auntie、noun、0、[Empty]
3、啊、啊、a5、ah、int、0、[Empty]
3、矮、矮、ai3、short、adjective、0、[Empty]
3、爱好、愛好、ai4hao4、hobby、noun、0、[Empty]
3、安静、安靜、an1jing4、quiet、adjective、0、[Empty]
3、把、把、ba3、handle、noun、0、[Empty]
3、搬、搬、ban1、to move、verb、0、[Empty]
3、班、班、ban1、class、noun、0、[Empty]
3、半、半、ban4、half、noun、0、[Empty]
3、办法、辦法、ban4 fa3、method、noun、0、[Empty]
3、办公室、辦公室、ban4gong1shi4、office、noun、0、[Empty]
3、帮忙、幫忙、bang1mang2、to help、verb、0、[Empty]
3、包、包、bao1、bag、noun、0、[Empty]
3、饱、飽、bao3、full、noun (adjective)、0、[Empty]
3、报纸、報紙、bao4zhi3、newspaper、noun、0、[Empty]
3、北方、北方、bei3fang1、north、noun、0、[Empty]
3、被、被、bei4、by、preposition、0、[Empty]
3、鼻子、鼻子、bi2zi5、nose、noun、0、[Empty]
3、比较、比較、bi3jiao4、to compare、verb、0、[Empty]
3、比赛、比賽、bi3sai4、match、noun、0、[Empty]
3、必须、必須、bi4xu1、must、verb、0、[Empty]
3、变化、變化、bian4hua4、change 、noun、0、[Empty]
3、表示、表示、biao3shi4、to express、verb、0、[Empty]
3、表演、表演、biao3yan3、to perform、verb、0、[Empty]
3、别人、別人、bie2ren2、others、pronoun、0、[Empty]
3、宾馆、賓館、bin1guan3、hotel、noun、0、[Empty]
3、冰箱、冰箱、bing1xiang1、refrigerator、noun、0、[Empty]
3、才、才、cai2、just、adverb、0、[Empty]
3、菜单、菜單、cai4dan1 、menu、noun、0、[Empty]
3、参加、參加、can1jia1、to attend、verb、0、[Empty]
3、草、草、cao3、grass、noun、0、[Empty]
3、层、層、ceng2、story、noun、0、[Empty]
3、差、差、cha4、bad (quality)、adjective、0、[Empty]
3、超市、超市、chao1shi4 、supermarket、noun、0、[Empty]
3、衬衫、襯衫、chen4shan1、shirt、noun、0、[Empty]
3、成绩、成績、cheng2ji4、score、noun、0、[Empty]
3、城市、城市、cheng2shi4、city、noun、0、[Empty]
3、迟到、遲到、chi2dao4、to be late 、verb、0、[Empty]
3、出现、出現、chu1xian4、to appear、verb、0、[Empty]
3、厨房、廚房、chu2fang2、kitchen、noun、0、[Empty]
3、除了、除了、chu2le5、except for、preposition、0、[Empty]
3、春、春、chun1、spring、noun、0、[Empty]
3、词语、詞語、ci2yu3、word、noun、0、[Empty]
3、聪明、聰明、cong1ming5、clever、noun、0、[Empty]
3、打扫、打掃、da3sao3、to clean、verb、0、[Empty]
3、打算、打算、da3suan4、plan、noun、0、[Empty]
3、带、帶、dai4、to bring、verb、0、[Empty]
3、担心、擔心、dan1xin1、to worry、verb、0、[Empty]
3、蛋糕、蛋糕、dan4gao1、cake、noun、0、[Empty]
3、当然、當然、dang1ran2、surely、adverb、0、[Empty]
3、灯、燈、deng1、light、noun、0、[Empty]
3、低、低、di1、low、adjective、0、[Empty]
3、地方、地方、di4fang1、local、adjective、0、[Empty]
3、地铁、地鐵、di4tie3、subway、noun、0、[Empty]
3、地图、地圖、di4tu2、map、noun、0、[Empty]
3、电梯、電梯、dian4ti1、elevator、noun、0、[Empty]
3、电子邮件、電子郵件、dian4zi3you2jian4、email、noun、0、[Empty]
3、东、東、dong1、east、noun、0、[Empty]
3、冬、冬、dong1、winter、noun、0、[Empty]
3、懂、懂、dong3、to understand、verb、0、[Empty]
3、动物、動物、dong4wu4、animal、noun、0、[Empty]
3、短、短、duan3、short、adjective、0、[Empty]
3、段、段、duan4、passage、noun、0、[Empty]
3、锻炼、鍛煉、duan4lian4、to work out、verb、0、[Empty]
3、多么、多麼、duo1me5、how、adverb、0、[Empty]
3、饿、餓、e4、to be hungry、verb、0、[Empty]
3、而且、而且、er2qie3、moreover、conjunction、0、[Empty]
3、耳朵、耳朵、er3duo5、ear、noun、0、[Empty]
3、发烧、發燒、fa1shao1、fever、noun、0、[Empty]
3、发现、發現、fa1xian4、to discover、verb、0、[Empty]
3、方便、方便、fang1bian4、convenience、noun、0、[Empty]
3、放、放、fang4、to put、verb、0、[Empty]
3、放心、放心、fang4xin1、to relax、verb、0、[Empty]
3、分、分、fen1、to divide、verb、0、[Empty]
3、附近、附近、fu4jin4、neighborhood、noun、0、[Empty]
3、复习、複習、fu4xi2、to review、verb、0、[Empty]
3、干净、乾淨、gan1jing4、clean、adjective、0、[Empty]
3、敢、敢、gan3、to dare  、verb、0、[Empty]
3、感冒、感冒、gan3mao4、cold、noun、0、[Empty]
3、刚才、剛才、gang1cai2、just now、adverb、0、[Empty]
3、跟、跟、gen1、to follow、verb、0、[Empty]
3、根据、根據、gen1ju4、basis、noun、0、[Empty]
3、更、更、geng4、more、adverb、0、[Empty]
3、公园、公園、gong1yuan2、park、noun、0、[Empty]
3、故事、故事、gu4shi5、story、noun、0、[Empty]
3、刮风、颳風、gua1feng1、to blow、verb、0、[Empty]
3、关、關、guan1、to shut、verb、0、[Empty]
3、关系、關係、guan1xi4、connection, relation、noun、0、[Empty]
3、关心、關心、guan1xin1、to concern、verb、0、[Empty]
3、关于、關於、guan1yu2、regarding、preposition、0、[Empty]
3、国家、國家、guo2jia1、nation、noun、0、[Empty]
3、果汁、果汁、guo3zhi1 、juice、noun、0、[Empty]
3、过去、過去、guo4qu4、past、adjective、0、[Empty]
3、还是、還是、hai2shi4、still、adjective、0、[Empty]
3、害怕、害怕、hai4pa4、to be scared、verb、0、[Empty]
3、河、河、he2、river、noun、0、[Empty]
3、黑板、黑板、hei1ban3、blackboard、noun、0、[Empty]
3、护照、護照、hu4zhao4、passport、noun、0、[Empty]
3、花、花、hua1、flower、noun、0、[Empty]
3、花园、花園、hua1yuan2、garden、noun、0、[Empty]
3、画、畫、hua4、painting、noun、0、[Empty]
3、坏、壞、huai4、bad、adjective、0、[Empty]
3、还、還、huan2、to return、adverb、0、[Empty]
3、环境、環境、huan2jing4、environment、noun、0、[Empty]
3、换、換、huan4、to change、verb、0、[Empty]
3、黄、黃、huang2、yellow、adjective、0、[Empty]
3、会议、會議、hui4yi4、meeting 、noun、0、[Empty]
3、或者、或者、huo4zhe3 、or、adverb、0、[Empty]
3、几乎、幾乎、ji1hu1  、nearly、adverb、0、[Empty]
3、机会、機會、ji1hui4、chance、noun、0、[Empty]
3、极、極、ji2、badly、adjective、0、[Empty]
3、记得、記得、ji4de5、to remember、verb、0、[Empty]
3、季节、季節、ji4jie2、season、noun、0、[Empty]
3、检查、檢查、jian3cha2、to examine、verb、0、[Empty]
3、简单、簡單、jian3dan1、simple、adjective、0、[Empty]
3、健康、健康、jian4kang1、health、noun、0、[Empty]
3、见面、見面、jian4mian4、to meet、verb、0、[Empty]
3、讲、講、jiang3、to speak、verb、0、[Empty]
3、教、教、jiao1、to teach、verb、0、[Empty]
3、角、角、jiao3、corner、noun、0、[Empty]
3、脚、腳、jiao3、foot、noun、0、[Empty]
3、接、接、jie1、to connect、verb、0、[Empty]
3、街道、街道、jie1dao4、street、noun、0、[Empty]
3、结婚、結婚、jie2hun1、to marry、verb、0、[Empty]
3、节目、節目、jie2mu4、program、noun、0、[Empty]
3、节日、節日、jie2ri4、festival、noun、0、[Empty]
3、结束、結束、jie2shu4、to finish、verb、0、[Empty]
3、解决、解決、jie3jue2、to solve、verb、0、[Empty]
3、借、借、jie4、to borrow、verb、0、[Empty]
3、经常、經常、jing1chang2、often 、adverb、0、[Empty]
3、经过、經過、jing1guo4、to pass、verb、0、[Empty]
3、经理、經理、jing1li3、manager、noun、0、[Empty]
3、久、久、jiu3、long (time)、adjective、0、[Empty]
3、旧、舊、jiu4、old、adjective、0、[Empty]
3、举行、舉行、ju3xing2、to hold、verb、0、[Empty]
3、句子、句子、ju4zi3、sentence、noun、0、[Empty]
3、决定、決定、jue2ding4、to decide、verb、0、[Empty]
3、渴、渴、ke3、thirsty 、adjective、0、[Empty]
3、可爱、可愛、ke3ai4、lovely、adjective、0、[Empty]
3、刻、刻、ke4、to carve、verb、0、[Empty]
3、客人、客人、ke4ren2、guest、noun、0、[Empty]
3、空调、空凋、kong1tiao2、air conditioning、noun、0、[Empty]
3、口、口、kou3、mouth、noun、0、[Empty]
3、哭、哭、ku1、to cry、verb、0、[Empty]
3、裤子、褲子、ku4zi5、trousers、noun、0、[Empty]
3、块、塊、kuai4、piece、noun、0、[Empty]
3、筷子、筷子、kuai4zi5、chopsticks、noun、0、[Empty]
3、蓝、藍、lan2、blue、adjective、0、[Empty]
3、老、老、lao3、old、adjective、0、[Empty]
3、离开、離開、li2kai1、to leave、verb、0、[Empty]
3、礼物、禮物、li3wu4、gift、noun、0、[Empty]
3、历史、歷史、li4shi3、history、noun、0、[Empty]
3、脸、臉、lian3、face、noun、0、[Empty]
3、练习、練習、lian4xi2、to practice、verb、0、[Empty]
3、辆、輛、liang4、measure word for cars、noun (measure word)、0、[Empty]
3、了解、瞭解、liao2jie3、to know、verb、0、[Empty]
3、邻居、鄰居、lin2ju1、neighbor、noun、0、[Empty]
3、楼、樓、lou2、building、noun、0、[Empty]
3、绿、綠、lv4、green、adjective、0、[Empty]
3、马、馬、ma3、horse、noun、0、[Empty]
3、马上、馬上、ma3shang4、at once、adverb、0、[Empty]
3、卖、賣、mai4、to sell、verb、0、[Empty]
3、满意、滿意、man3yi4、satisfied、adjective、0、[Empty]
3、帽子、帽子、mao4zi3、hat、noun、0、[Empty]
3、门、門、men2、door、noun、0、[Empty]
3、米、米、mi3、rice、noun、0、[Empty]
3、面包、麵包、mian4bao1、bread、noun、0、[Empty]
3、面条、麵條、mian4tiao2、noodle、noun、0、[Empty]
3、明白、明白、mig2bai5、clear、adjective、0、[Empty]
3、奶奶、奶奶、nai3nai3、grandmother、noun、0、[Empty]
3、南、南、nan2、south、noun、0、[Empty]
3、难、難、nan2、difficult、adjective、0、[Empty]
3、难过、難過、nan2guo4、to be sad、verb、0、[Empty]
3、音乐、音樂、neng2yin1yue4、music、noun、0、[Empty]
3、年级、年級、nian2ji2、grade、noun、0、[Empty]
3、年轻、年輕、nian2qing1、youth、noun、0、[Empty]
3、鸟、鳥、niao3、bird、noun、0、[Empty]
3、努力、努力、nu3li4、to put effort in、verb、0、[Empty]
3、爬上、爬上、pa2shang1、to climb up、verb、0、[Empty]
3、盘子、盤子、pan2zi5、plate、noun、0、[Empty]
3、胖、胖、pang4、fat、adjective、0、[Empty]
3、啤酒、啤酒、pi2jiu3、beer、noun、0、[Empty]
3、葡萄、葡萄、pu2tao5、grape、noun、0、[Empty]
3、普通话、普通話、pu3tong1hua4、Mandarin、noun、0、[Empty]
3、骑、騎、qi1、to ride、verb、0、[Empty]
3、奇怪、奇怪、qi2guai4、strange、adjective、0、[Empty]
